,Unnamed: 0,drug_a_name,drug_b_name,cell_line,synergy,fold,label
10104,METFORMIN_BEZ-235_HCT116,METFORMIN,BEZ-235,HCT116,9.3876293057,3,0
10105,METFORMIN_BEZ-235_HT144,METFORMIN,BEZ-235,HT144,13.9856760398,3,0
10106,METFORMIN_BEZ-235_HT29,METFORMIN,BEZ-235,HT29,16.2560432739,3,0
10107,METFORMIN_BEZ-235_KPL1,METFORMIN,BEZ-235,KPL1,12.650013221,3,0
10108,METFORMIN_BEZ-235_LNCAP,METFORMIN,BEZ-235,LNCAP,72.7405489882,3,1
10109,METFORMIN_BEZ-235_LOVO,METFORMIN,BEZ-235,LOVO,14.7944690309,3,0
10110,METFORMIN_BEZ-235_MDAMB436,METFORMIN,BEZ-235,MDAMB436,13.98427956,3,0
10111,METFORMIN_BEZ-235_MSTO,METFORMIN,BEZ-235,MSTO,-0.1661967835,3,0
10112,METFORMIN_BEZ-235_NCIH1650,METFORMIN,BEZ-235,NCIH1650,8.9408668432,3,0
10113,METFORMIN_BEZ-235_NCIH2122,METFORMIN,BEZ-235,NCIH2122,11.9086064461,3,0
10114,METFORMIN_BEZ-235_NCIH23,METFORMIN,BEZ-235,NCIH23,6.7819622991,3,0
10115,METFORMIN_BEZ-235_NCIH460,METFORMIN,BEZ-235,NCIH460,14.2724189144,3,0
10116,METFORMIN_BEZ-235_NCIH520,METFORMIN,BEZ-235,NCIH520,18.6929212765,3,0
10117,METFORMIN_BEZ-235_OCUBM,METFORMIN,BEZ-235,OCUBM,18.8572559256,3,0
10118,METFORMIN_BEZ-235_OV90,METFORMIN,BEZ-235,OV90,19.258571457,3,0
10119,METFORMIN_BEZ-235_OVCAR3,METFORMIN,BEZ-235,OVCAR3,18.6924845305,3,0
10120,METFORMIN_BEZ-235_PA1,METFORMIN,BEZ-235,PA1,12.6393986374,3,0
10121,METFORMIN_BEZ-235_RKO,METFORMIN,BEZ-235,RKO,-0.1051931493,3,0
10122,METFORMIN_BEZ-235_RPMI7951,METFORMIN,BEZ-235,RPMI7951,19.8976224971,3,0
10123,METFORMIN_BEZ-235_SKMEL30,METFORMIN,BEZ-235,SKMEL30,24.1983194766,3,0
10124,METFORMIN_BEZ-235_SKMES1,METFORMIN,BEZ-235,SKMES1,21.6084607677,3,0
10125,METFORMIN_BEZ-235_SKOV3,METFORMIN,BEZ-235,SKOV3,9.1643793403,3,0
10126,METFORMIN_BEZ-235_SW620,METFORMIN,BEZ-235,SW620,15.4374098321,3,0
10127,METFORMIN_BEZ-235_SW837,METFORMIN,BEZ-235,SW837,14.2095594356,3,0
10128,METFORMIN_BEZ-235_T47D,METFORMIN,BEZ-235,T47D,111.9594401425,3,1
10129,METFORMIN_BEZ-235_UACC62,METFORMIN,BEZ-235,UACC62,17.326382617,3,0
10130,METFORMIN_BEZ-235_UWB1289BRCA1,METFORMIN,BEZ-235,UWB1289BRCA1,26.5546513566,3,0
10131,METFORMIN_BEZ-235_UWB1289,METFORMIN,BEZ-235,UWB1289,36.4378785294,3,1
10132,METFORMIN_BEZ-235_VCAP,METFORMIN,BEZ-235,VCAP,11.575169268,3,0
10133,METFORMIN_BEZ-235_ZR751,METFORMIN,BEZ-235,ZR751,15.9241235237,3,0
10290,METFORMIN_GELDANAMYCIN_A2058,METFORMIN,GELDANAMYCIN,A2058,3.1267915116,3,0
10291,METFORMIN_GELDANAMYCIN_A2780,METFORMIN,GELDANAMYCIN,A2780,-11.4848615309,3,0
10292,METFORMIN_GELDANAMYCIN_A375,METFORMIN,GELDANAMYCIN,A375,-3.0024096802,3,0
10293,METFORMIN_GELDANAMYCIN_A427,METFORMIN,GELDANAMYCIN,A427,1.4855958417,3,0
10294,METFORMIN_GELDANAMYCIN_CAOV3,METFORMIN,GELDANAMYCIN,CAOV3,-13.8993051121,3,0
10295,METFORMIN_GELDANAMYCIN_COLO320DM,METFORMIN,GELDANAMYCIN,COLO320DM,-3.700843975,3,0
10296,METFORMIN_GELDANAMYCIN_DLD1,METFORMIN,GELDANAMYCIN,DLD1,0.4428273164,3,0
10297,METFORMIN_GELDANAMYCIN_EFM192B,METFORMIN,GELDANAMYCIN,EFM192B,-6.7187565373,3,0
10298,METFORMIN_GELDANAMYCIN_ES2,METFORMIN,GELDANAMYCIN,ES2,-14.9192249832,3,0
10299,METFORMIN_GELDANAMYCIN_HCT116,METFORMIN,GELDANAMYCIN,HCT116,-0.5667342677,3,0
10300,METFORMIN_GELDANAMYCIN_HT144,METFORMIN,GELDANAMYCIN,HT144,-13.9398925129,3,0
10301,METFORMIN_GELDANAMYCIN_HT29,METFORMIN,GELDANAMYCIN,HT29,-10.5519473565,3,0
10302,METFORMIN_GELDANAMYCIN_KPL1,METFORMIN,GELDANAMYCIN,KPL1,-12.1235858876,3,0
10303,METFORMIN_GELDANAMYCIN_LNCAP,METFORMIN,GELDANAMYCIN,LNCAP,27.294107075,3,0
10304,METFORMIN_GELDANAMYCIN_LOVO,METFORMIN,GELDANAMYCIN,LOVO,-14.0129559383,3,0
10305,METFORMIN_GELDANAMYCIN_MDAMB436,METFORMIN,GELDANAMYCIN,MDAMB436,1.7188938609,3,0
10306,METFORMIN_GELDANAMYCIN_MSTO,METFORMIN,GELDANAMYCIN,MSTO,-1.274178944,3,0
10307,METFORMIN_GELDANAMYCIN_NCIH1650,METFORMIN,GELDANAMYCIN,NCIH1650,-8.8764187637,3,0
10308,METFORMIN_GELDANAMYCIN_NCIH2122,METFORMIN,GELDANAMYCIN,NCIH2122,-11.3439409485,3,0
10309,METFORMIN_GELDANAMYCIN_NCIH23,METFORMIN,GELDANAMYCIN,NCIH23,-14.9430484286,3,0
10310,METFORMIN_GELDANAMYCIN_NCIH460,METFORMIN,GELDANAMYCIN,NCIH460,-5.1247190718,3,0
10311,METFORMIN_GELDANAMYCIN_NCIH520,METFORMIN,GELDANAMYCIN,NCIH520,-4.3564568277,3,0
10312,METFORMIN_GELDANAMYCIN_OCUBM,METFORMIN,GELDANAMYCIN,OCUBM,-36.3598219407,3,0
10313,METFORMIN_GELDANAMYCIN_OV90,METFORMIN,GELDANAMYCIN,OV90,-16.800504161,3,0
10314,METFORMIN_GELDANAMYCIN_OVCAR3,METFORMIN,GELDANAMYCIN,OVCAR3,-10.0302252939,3,0
10315,METFORMIN_GELDANAMYCIN_PA1,METFORMIN,GELDANAMYCIN,PA1,6.062227963,3,0
10316,METFORMIN_GELDANAMYCIN_RKO,METFORMIN,GELDANAMYCIN,RKO,-10.9222415117,3,0
10317,METFORMIN_GELDANAMYCIN_RPMI7951,METFORMIN,GELDANAMYCIN,RPMI7951,-18.3354480314,3,0
10318,METFORMIN_GELDANAMYCIN_SKMEL30,METFORMIN,GELDANAMYCIN,SKMEL30,-4.3249101067,3,0
10319,METFORMIN_GELDANAMYCIN_SKMES1,METFORMIN,GELDANAMYCIN,SKMES1,8.0138309402,3,0
10320,METFORMIN_GELDANAMYCIN_SKOV3,METFORMIN,GELDANAMYCIN,SKOV3,-15.0658814354,3,0
10321,METFORMIN_GELDANAMYCIN_SW620,METFORMIN,GELDANAMYCIN,SW620,-12.7384854683,3,0
10322,METFORMIN_GELDANAMYCIN_SW837,METFORMIN,GELDANAMYCIN,SW837,-13.0086584356,3,0
10323,METFORMIN_GELDANAMYCIN_T47D,METFORMIN,GELDANAMYCIN,T47D,-8.0339214866,3,0
10324,METFORMIN_GELDANAMYCIN_UACC62,METFORMIN,GELDANAMYCIN,UACC62,-12.0932395436,3,0
10325,METFORMIN_GELDANAMYCIN_UWB1289BRCA1,METFORMIN,GELDANAMYCIN,UWB1289BRCA1,-5.2632760783,3,0
10326,METFORMIN_GELDANAMYCIN_UWB1289,METFORMIN,GELDANAMYCIN,UWB1289,-12.2754186758,3,0
10327,METFORMIN_GELDANAMYCIN_VCAP,METFORMIN,GELDANAMYCIN,VCAP,-15.4044438406,3,0
10328,METFORMIN_GELDANAMYCIN_ZR751,METFORMIN,GELDANAMYCIN,ZR751,-19.4275063548,3,0
10368,METFORMIN_LAPATINIB_A2058,METFORMIN,LAPATINIB,A2058,10.7432868809,3,0
10369,METFORMIN_LAPATINIB_A2780,METFORMIN,LAPATINIB,A2780,-2.174460877,3,0
10370,METFORMIN_LAPATINIB_A375,METFORMIN,LAPATINIB,A375,-5.629217862,3,0
10371,METFORMIN_LAPATINIB_A427,METFORMIN,LAPATINIB,A427,-13.5740882316,3,0
10372,METFORMIN_LAPATINIB_CAOV3,METFORMIN,LAPATINIB,CAOV3,7.2410798895,3,0
10373,METFORMIN_LAPATINIB_COLO320DM,METFORMIN,LAPATINIB,COLO320DM,7.0273278565,3,0
10374,METFORMIN_LAPATINIB_DLD1,METFORMIN,LAPATINIB,DLD1,1.851012792,3,0
10375,METFORMIN_LAPATINIB_EFM192B,METFORMIN,LAPATINIB,EFM192B,3.2737310112,3,0
10376,METFORMIN_LAPATINIB_ES2,METFORMIN,LAPATINIB,ES2,-8.4444002978,3,0
10377,METFORMIN_LAPATINIB_HCT116,METFORMIN,LAPATINIB,HCT116,5.3064103374,3,0
10378,METFORMIN_LAPATINIB_HT144,METFORMIN,LAPATINIB,HT144,-2.1272972995,3,0
10379,METFORMIN_LAPATINIB_HT29,METFORMIN,LAPATINIB,HT29,0.4873301359,3,0
10380,METFORMIN_LAPATINIB_KPL1,METFORMIN,LAPATINIB,KPL1,0.6238246218,3,0
10381,METFORMIN_LAPATINIB_LNCAP,METFORMIN,LAPATINIB,LNCAP,18.2482784605,3,0
10382,METFORMIN_LAPATINIB_LOVO,METFORMIN,LAPATINIB,LOVO,11.4163436095,3,0
10383,METFORMIN_LAPATINIB_MDAMB436,METFORMIN,LAPATINIB,MDAMB436,13.5379081036,3,0
10384,METFORMIN_LAPATINIB_MSTO,METFORMIN,LAPATINIB,MSTO,29.1826097831,3,0
10385,METFORMIN_LAPATINIB_NCIH1650,METFORMIN,LAPATINIB,NCIH1650,-9.4454994423,3,0
10386,METFORMIN_LAPATINIB_NCIH2122,METFORMIN,LAPATINIB,NCIH2122,2.3810917585,3,0
10387,METFORMIN_LAPATINIB_NCIH23,METFORMIN,LAPATINIB,NCIH23,-8.8344174656,3,0
10388,METFORMIN_LAPATINIB_NCIH460,METFORMIN,LAPATINIB,NCIH460,-7.0184293515,3,0
10389,METFORMIN_LAPATINIB_NCIH520,METFORMIN,LAPATINIB,NCIH520,-7.1107979062,3,0
10390,METFORMIN_LAPATINIB_OCUBM,METFORMIN,LAPATINIB,OCUBM,-1.576386903,3,0
10391,METFORMIN_LAPATINIB_OV90,METFORMIN,LAPATINIB,OV90,-13.8972271619,3,0
10392,METFORMIN_LAPATINIB_OVCAR3,METFORMIN,LAPATINIB,OVCAR3,11.1876982173,3,0
10393,METFORMIN_LAPATINIB_PA1,METFORMIN,LAPATINIB,PA1,5.9636667297,3,0
10394,METFORMIN_LAPATINIB_RKO,METFORMIN,LAPATINIB,RKO,-3.25865034,3,0
10395,METFORMIN_LAPATINIB_RPMI7951,METFORMIN,LAPATINIB,RPMI7951,4.7479037425,3,0
10396,METFORMIN_LAPATINIB_SKMEL30,METFORMIN,LAPATINIB,SKMEL30,-4.1661096851,3,0
10397,METFORMIN_LAPATINIB_SKMES1,METFORMIN,LAPATINIB,SKMES1,0.0779739647,3,0
10398,METFORMIN_LAPATINIB_SKOV3,METFORMIN,LAPATINIB,SKOV3,0.0884528628,3,0
10399,METFORMIN_LAPATINIB_SW620,METFORMIN,LAPATINIB,SW620,-6.5129165844,3,0
10400,METFORMIN_LAPATINIB_SW837,METFORMIN,LAPATINIB,SW837,15.4489042263,3,0
10401,METFORMIN_LAPATINIB_T47D,METFORMIN,LAPATINIB,T47D,19.0565261488,3,0
10402,METFORMIN_LAPATINIB_UACC62,METFORMIN,LAPATINIB,UACC62,6.513343449,3,0
10403,METFORMIN_LAPATINIB_UWB1289BRCA1,METFORMIN,LAPATINIB,UWB1289BRCA1,11.8230627248,3,0
10404,METFORMIN_LAPATINIB_UWB1289,METFORMIN,LAPATINIB,UWB1289,9.5543762023,3,0
10405,METFORMIN_LAPATINIB_VCAP,METFORMIN,LAPATINIB,VCAP,-4.9934892622,3,0
10406,METFORMIN_LAPATINIB_ZR751,METFORMIN,LAPATINIB,ZR751,20.685565084,3,0
10641,METFORMIN_SORAFENIB_A2058,METFORMIN,SORAFENIB,A2058,16.7756024511,3,0
10642,METFORMIN_SORAFENIB_A2780,METFORMIN,SORAFENIB,A2780,5.4001438375,3,0
10643,METFORMIN_SORAFENIB_A375,METFORMIN,SORAFENIB,A375,13.3680339996,3,0
10644,METFORMIN_SORAFENIB_A427,METFORMIN,SORAFENIB,A427,7.4736850913,3,0
10645,METFORMIN_SORAFENIB_CAOV3,METFORMIN,SORAFENIB,CAOV3,-2.978858743,3,0
10646,METFORMIN_SORAFENIB_COLO320DM,METFORMIN,SORAFENIB,COLO320DM,3.5940398583,3,0
10647,METFORMIN_SORAFENIB_DLD1,METFORMIN,SORAFENIB,DLD1,11.3966822521,3,0
10648,METFORMIN_SORAFENIB_EFM192B,METFORMIN,SORAFENIB,EFM192B,7.0898299851,3,0
10649,METFORMIN_SORAFENIB_ES2,METFORMIN,SORAFENIB,ES2,4.6534394934,3,0
10650,METFORMIN_SORAFENIB_HCT116,METFORMIN,SORAFENIB,HCT116,9.915258776,3,0
10651,METFORMIN_SORAFENIB_HT144,METFORMIN,SORAFENIB,HT144,8.4701084948,3,0
10652,METFORMIN_SORAFENIB_HT29,METFORMIN,SORAFENIB,HT29,1.8433872474,3,0
10653,METFORMIN_SORAFENIB_KPL1,METFORMIN,SORAFENIB,KPL1,-1.7875362891,3,0
10654,METFORMIN_SORAFENIB_LNCAP,METFORMIN,SORAFENIB,LNCAP,10.8544909262,3,0
10655,METFORMIN_SORAFENIB_LOVO,METFORMIN,SORAFENIB,LOVO,-3.2637493947,3,0
10656,METFORMIN_SORAFENIB_MDAMB436,METFORMIN,SORAFENIB,MDAMB436,4.1117168743,3,0
10657,METFORMIN_SORAFENIB_MSTO,METFORMIN,SORAFENIB,MSTO,-9.1398588398,3,0
10658,METFORMIN_SORAFENIB_NCIH1650,METFORMIN,SORAFENIB,NCIH1650,4.55956473,3,0
10659,METFORMIN_SORAFENIB_NCIH2122,METFORMIN,SORAFENIB,NCIH2122,7.1859755276,3,0
10660,METFORMIN_SORAFENIB_NCIH23,METFORMIN,SORAFENIB,NCIH23,7.3867288613,3,0
10661,METFORMIN_SORAFENIB_NCIH460,METFORMIN,SORAFENIB,NCIH460,10.0703424389,3,0
10662,METFORMIN_SORAFENIB_NCIH520,METFORMIN,SORAFENIB,NCIH520,10.9880474431,3,0
10663,METFORMIN_SORAFENIB_OCUBM,METFORMIN,SORAFENIB,OCUBM,10.744429972,3,0
10664,METFORMIN_SORAFENIB_OV90,METFORMIN,SORAFENIB,OV90,8.2795223296,3,0
10665,METFORMIN_SORAFENIB_OVCAR3,METFORMIN,SORAFENIB,OVCAR3,-5.9666107958,3,0
10666,METFORMIN_SORAFENIB_PA1,METFORMIN,SORAFENIB,PA1,9.8569024113,3,0
10667,METFORMIN_SORAFENIB_RKO,METFORMIN,SORAFENIB,RKO,15.3276001695,3,0
10668,METFORMIN_SORAFENIB_RPMI7951,METFORMIN,SORAFENIB,RPMI7951,3.9814165987,3,0
10669,METFORMIN_SORAFENIB_SKMEL30,METFORMIN,SORAFENIB,SKMEL30,8.2888013094,3,0
10670,METFORMIN_SORAFENIB_SKMES1,METFORMIN,SORAFENIB,SKMES1,15.8297481963,3,0
10671,METFORMIN_SORAFENIB_SKOV3,METFORMIN,SORAFENIB,SKOV3,14.5082703836,3,0
10672,METFORMIN_SORAFENIB_SW620,METFORMIN,SORAFENIB,SW620,10.2259869131,3,0
10673,METFORMIN_SORAFENIB_SW837,METFORMIN,SORAFENIB,SW837,3.5655096572,3,0
10674,METFORMIN_SORAFENIB_T47D,METFORMIN,SORAFENIB,T47D,9.9888711389,3,0
10675,METFORMIN_SORAFENIB_UACC62,METFORMIN,SORAFENIB,UACC62,8.6338920859,3,0
10676,METFORMIN_SORAFENIB_UWB1289BRCA1,METFORMIN,SORAFENIB,UWB1289BRCA1,4.6143161429,3,0
10677,METFORMIN_SORAFENIB_UWB1289,METFORMIN,SORAFENIB,UWB1289,5.9910051206,3,0
10678,METFORMIN_SORAFENIB_VCAP,METFORMIN,SORAFENIB,VCAP,7.4470224597,3,0
10679,METFORMIN_SORAFENIB_ZR751,METFORMIN,SORAFENIB,ZR751,-18.5040342079,3,0
10719,METFORMIN_TEMOZOLOMIDE_A2058,METFORMIN,TEMOZOLOMIDE,A2058,0.8660648306,3,0
10720,METFORMIN_TEMOZOLOMIDE_A2780,METFORMIN,TEMOZOLOMIDE,A2780,-5.3084258271,3,0
10721,METFORMIN_TEMOZOLOMIDE_A375,METFORMIN,TEMOZOLOMIDE,A375,-3.7947620517,3,0
10722,METFORMIN_TEMOZOLOMIDE_A427,METFORMIN,TEMOZOLOMIDE,A427,-5.5604743222,3,0
10723,METFORMIN_TEMOZOLOMIDE_CAOV3,METFORMIN,TEMOZOLOMIDE,CAOV3,-89.9281038065,3,0
10724,METFORMIN_TEMOZOLOMIDE_COLO320DM,METFORMIN,TEMOZOLOMIDE,COLO320DM,1.594488126,3,0
10725,METFORMIN_TEMOZOLOMIDE_DLD1,METFORMIN,TEMOZOLOMIDE,DLD1,-4.4165789226,3,0
10726,METFORMIN_TEMOZOLOMIDE_EFM192B,METFORMIN,TEMOZOLOMIDE,EFM192B,-30.5153204777,3,0
10727,METFORMIN_TEMOZOLOMIDE_ES2,METFORMIN,TEMOZOLOMIDE,ES2,-2.179727699,3,0
10728,METFORMIN_TEMOZOLOMIDE_HCT116,METFORMIN,TEMOZOLOMIDE,HCT116,-5.3253451319,3,0
10729,METFORMIN_TEMOZOLOMIDE_HT144,METFORMIN,TEMOZOLOMIDE,HT144,-10.4209689649,3,0
10730,METFORMIN_TEMOZOLOMIDE_HT29,METFORMIN,TEMOZOLOMIDE,HT29,-1.3939872014,3,0
10731,METFORMIN_TEMOZOLOMIDE_KPL1,METFORMIN,TEMOZOLOMIDE,KPL1,-20.6654716846,3,0
10732,METFORMIN_TEMOZOLOMIDE_LNCAP,METFORMIN,TEMOZOLOMIDE,LNCAP,-4.1553376342,3,0
10733,METFORMIN_TEMOZOLOMIDE_LOVO,METFORMIN,TEMOZOLOMIDE,LOVO,-5.9896691804,3,0
10734,METFORMIN_TEMOZOLOMIDE_MDAMB436,METFORMIN,TEMOZOLOMIDE,MDAMB436,-2.0164272382,3,0
10735,METFORMIN_TEMOZOLOMIDE_MSTO,METFORMIN,TEMOZOLOMIDE,MSTO,-5.1888161303,3,0
10736,METFORMIN_TEMOZOLOMIDE_NCIH1650,METFORMIN,TEMOZOLOMIDE,NCIH1650,-9.0752240684,3,0
10737,METFORMIN_TEMOZOLOMIDE_NCIH2122,METFORMIN,TEMOZOLOMIDE,NCIH2122,-3.0577587769,3,0
10738,METFORMIN_TEMOZOLOMIDE_NCIH23,METFORMIN,TEMOZOLOMIDE,NCIH23,-7.0646710206,3,0
10739,METFORMIN_TEMOZOLOMIDE_NCIH460,METFORMIN,TEMOZOLOMIDE,NCIH460,-9.9019775411,3,0
10740,METFORMIN_TEMOZOLOMIDE_NCIH520,METFORMIN,TEMOZOLOMIDE,NCIH520,-1.7318893255,3,0
10741,METFORMIN_TEMOZOLOMIDE_OCUBM,METFORMIN,TEMOZOLOMIDE,OCUBM,-19.3154272654,3,0
10742,METFORMIN_TEMOZOLOMIDE_OV90,METFORMIN,TEMOZOLOMIDE,OV90,-2.2898288559,3,0
10743,METFORMIN_TEMOZOLOMIDE_OVCAR3,METFORMIN,TEMOZOLOMIDE,OVCAR3,-10.2103002989,3,0
10744,METFORMIN_TEMOZOLOMIDE_PA1,METFORMIN,TEMOZOLOMIDE,PA1,1.5816067301,3,0
10745,METFORMIN_TEMOZOLOMIDE_RKO,METFORMIN,TEMOZOLOMIDE,RKO,0.8273582126,3,0
10746,METFORMIN_TEMOZOLOMIDE_RPMI7951,METFORMIN,TEMOZOLOMIDE,RPMI7951,4.3319873222,3,0
10747,METFORMIN_TEMOZOLOMIDE_SKMEL30,METFORMIN,TEMOZOLOMIDE,SKMEL30,3.0917047517,3,0
10748,METFORMIN_TEMOZOLOMIDE_SKMES1,METFORMIN,TEMOZOLOMIDE,SKMES1,8.4522712791,3,0
10749,METFORMIN_TEMOZOLOMIDE_SKOV3,METFORMIN,TEMOZOLOMIDE,SKOV3,-14.1013284482,3,0
10750,METFORMIN_TEMOZOLOMIDE_SW620,METFORMIN,TEMOZOLOMIDE,SW620,-0.7238356693,3,0
10751,METFORMIN_TEMOZOLOMIDE_SW837,METFORMIN,TEMOZOLOMIDE,SW837,-15.5565241603,3,0
10752,METFORMIN_TEMOZOLOMIDE_T47D,METFORMIN,TEMOZOLOMIDE,T47D,-2.0490608183,3,0
10753,METFORMIN_TEMOZOLOMIDE_UACC62,METFORMIN,TEMOZOLOMIDE,UACC62,-5.5621668093,3,0
10754,METFORMIN_TEMOZOLOMIDE_UWB1289BRCA1,METFORMIN,TEMOZOLOMIDE,UWB1289BRCA1,5.1407939193,3,0
10755,METFORMIN_TEMOZOLOMIDE_UWB1289,METFORMIN,TEMOZOLOMIDE,UWB1289,6.9533166109,3,0
10756,METFORMIN_TEMOZOLOMIDE_VCAP,METFORMIN,TEMOZOLOMIDE,VCAP,-11.6949122847,3,0
10757,METFORMIN_TEMOZOLOMIDE_ZR751,METFORMIN,TEMOZOLOMIDE,ZR751,-71.7894255798,3,0
10797,METHOTREXATE_ABT-888_A2058,METHOTREXATE,ABT-888,A2058,-20.9261154411,3,0
10798,METHOTREXATE_ABT-888_A2780,METHOTREXATE,ABT-888,A2780,-4.2193675411,3,0
10799,METHOTREXATE_ABT-888_A375,METHOTREXATE,ABT-888,A375,-7.5512233528,3,0
10800,METHOTREXATE_ABT-888_A427,METHOTREXATE,ABT-888,A427,9.5149302041,3,0
10801,METHOTREXATE_ABT-888_CAOV3,METHOTREXATE,ABT-888,CAOV3,-2.4044755772,3,0
10802,METHOTREXATE_ABT-888_COLO320DM,METHOTREXATE,ABT-888,COLO320DM,0.3712156802,3,0
10803,METHOTREXATE_ABT-888_DLD1,METHOTREXATE,ABT-888,DLD1,4.7505022524,3,0
10804,METHOTREXATE_ABT-888_EFM192B,METHOTREXATE,ABT-888,EFM192B,12.990671259,3,0
10805,METHOTREXATE_ABT-888_ES2,METHOTREXATE,ABT-888,ES2,4.6353116737,3,0
10806,METHOTREXATE_ABT-888_HCT116,METHOTREXATE,ABT-888,HCT116,-21.6518337256,3,0
10807,METHOTREXATE_ABT-888_HT144,METHOTREXATE,ABT-888,HT144,-0.0324452753,3,0
10808,METHOTREXATE_ABT-888_HT29,METHOTREXATE,ABT-888,HT29,1.4487854227,3,0
10809,METHOTREXATE_ABT-888_KPL1,METHOTREXATE,ABT-888,KPL1,-1.7132725097,3,0
10810,METHOTREXATE_ABT-888_LNCAP,METHOTREXATE,ABT-888,LNCAP,-14.9412379433,3,0
10811,METHOTREXATE_ABT-888_LOVO,METHOTREXATE,ABT-888,LOVO,-15.0955451577,3,0
10812,METHOTREXATE_ABT-888_MDAMB436,METHOTREXATE,ABT-888,MDAMB436,1.354225445,3,0
10813,METHOTREXATE_ABT-888_MSTO,METHOTREXATE,ABT-888,MSTO,-10.4233919202,3,0
10814,METHOTREXATE_ABT-888_NCIH1650,METHOTREXATE,ABT-888,NCIH1650,-8.9666446085,3,0
10815,METHOTREXATE_ABT-888_NCIH2122,METHOTREXATE,ABT-888,NCIH2122,7.7999805585,3,0
10816,METHOTREXATE_ABT-888_NCIH23,METHOTREXATE,ABT-888,NCIH23,-7.5641268573,3,0
10817,METHOTREXATE_ABT-888_NCIH460,METHOTREXATE,ABT-888,NCIH460,-12.6803765142,3,0
10818,METHOTREXATE_ABT-888_NCIH520,METHOTREXATE,ABT-888,NCIH520,-5.0307371693,3,0
10819,METHOTREXATE_ABT-888_OCUBM,METHOTREXATE,ABT-888,OCUBM,13.6987698134,3,0
10820,METHOTREXATE_ABT-888_OV90,METHOTREXATE,ABT-888,OV90,-5.9545659277,3,0
10821,METHOTREXATE_ABT-888_OVCAR3,METHOTREXATE,ABT-888,OVCAR3,-22.724100368,3,0
10822,METHOTREXATE_ABT-888_PA1,METHOTREXATE,ABT-888,PA1,-13.328264497,3,0
10823,METHOTREXATE_ABT-888_RKO,METHOTREXATE,ABT-888,RKO,-19.5816978371,3,0
10824,METHOTREXATE_ABT-888_RPMI7951,METHOTREXATE,ABT-888,RPMI7951,13.4134955954,3,0
10825,METHOTREXATE_ABT-888_SKMEL30,METHOTREXATE,ABT-888,SKMEL30,16.1010371591,3,0
10826,METHOTREXATE_ABT-888_SKMES1,METHOTREXATE,ABT-888,SKMES1,0.3021722478,3,0
10827,METHOTREXATE_ABT-888_SKOV3,METHOTREXATE,ABT-888,SKOV3,-0.4012204524,3,0
10828,METHOTREXATE_ABT-888_SW620,METHOTREXATE,ABT-888,SW620,-7.4472368751,3,0
10829,METHOTREXATE_ABT-888_SW837,METHOTREXATE,ABT-888,SW837,8.0808896941,3,0
10830,METHOTREXATE_ABT-888_T47D,METHOTREXATE,ABT-888,T47D,-31.8679407471,3,0
10831,METHOTREXATE_ABT-888_UACC62,METHOTREXATE,ABT-888,UACC62,2.3546654495,3,0
10832,METHOTREXATE_ABT-888_UWB1289BRCA1,METHOTREXATE,ABT-888,UWB1289BRCA1,0.6707856821,3,0
10833,METHOTREXATE_ABT-888_UWB1289,METHOTREXATE,ABT-888,UWB1289,-0.1794431578,3,0
10834,METHOTREXATE_ABT-888_VCAP,METHOTREXATE,ABT-888,VCAP,4.6150027946,3,0
10835,METHOTREXATE_ABT-888_ZR751,METHOTREXATE,ABT-888,ZR751,-12.0426484161,3,0
11421,METHOTREXATE_SORAFENIB_A2058,METHOTREXATE,SORAFENIB,A2058,-10.3285896176,3,0
11422,METHOTREXATE_SORAFENIB_A2780,METHOTREXATE,SORAFENIB,A2780,-5.7472819615,3,0
11423,METHOTREXATE_SORAFENIB_A375,METHOTREXATE,SORAFENIB,A375,-5.5342272183,3,0
11424,METHOTREXATE_SORAFENIB_A427,METHOTREXATE,SORAFENIB,A427,-6.1663664636,3,0
11425,METHOTREXATE_SORAFENIB_CAOV3,METHOTREXATE,SORAFENIB,CAOV3,-15.3733825083,3,0
11426,METHOTREXATE_SORAFENIB_COLO320DM,METHOTREXATE,SORAFENIB,COLO320DM,-6.5629086911,3,0
11427,METHOTREXATE_SORAFENIB_DLD1,METHOTREXATE,SORAFENIB,DLD1,-1.5305258469,3,0
11428,METHOTREXATE_SORAFENIB_EFM192B,METHOTREXATE,SORAFENIB,EFM192B,-9.6288902523,3,0
11429,METHOTREXATE_SORAFENIB_ES2,METHOTREXATE,SORAFENIB,ES2,-6.6788926643,3,0
11430,METHOTREXATE_SORAFENIB_HCT116,METHOTREXATE,SORAFENIB,HCT116,-17.0305318842,3,0
11431,METHOTREXATE_SORAFENIB_HT144,METHOTREXATE,SORAFENIB,HT144,4.8961450354,3,0
11432,METHOTREXATE_SORAFENIB_HT29,METHOTREXATE,SORAFENIB,HT29,-6.530309933,3,0
11433,METHOTREXATE_SORAFENIB_KPL1,METHOTREXATE,SORAFENIB,KPL1,-12.8080715303,3,0
11434,METHOTREXATE_SORAFENIB_LNCAP,METHOTREXATE,SORAFENIB,LNCAP,-8.4703888055,3,0
11435,METHOTREXATE_SORAFENIB_LOVO,METHOTREXATE,SORAFENIB,LOVO,1.6563460841,3,0
11436,METHOTREXATE_SORAFENIB_MDAMB436,METHOTREXATE,SORAFENIB,MDAMB436,-2.1539927895,3,0
